Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
PID_CONE_PATHWAY	0	NA	NA	NA	NA	NA	NA
POS_RESPONSE_TO_HISTAMINE_UP	0	NA	NA	NA	NA	NA	NA
BIOCARTA_PTDINS_PATHWAY	0	NA	NA	NA	NA	NA	NA
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_UP	0	NA	NA	NA	NA	NA	NA
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	0	NA	NA	NA	NA	NA	NA
LIU_CMYB_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	0	NA	NA	NA	NA	NA	NA
WP_SARSCOV2_B117_VARIANT_ANTAGONISES_INNATE_IMMUNE_ACTIVATION	0	NA	NA	NA	NA	NA	NA
BIOCARTA_PLK3_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0	NA	NA	NA	NA	NA	NA
REACTOME_INTESTINAL_ABSORPTION	0	NA	NA	NA	NA	NA	NA
REACTOME_SPERM_MOTILITY_AND_TAXES	0	NA	NA	NA	NA	NA	NA
KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_UP	0	NA	NA	NA	NA	NA	NA
WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE	0	NA	NA	NA	NA	NA	NA
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	0	NA	NA	NA	NA	NA	NA
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP	0	NA	NA	NA	NA	NA	NA
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	0	NA	NA	NA	NA	NA	NA
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA	0	NA	NA	NA	NA	NA	NA
REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD	0	NA	NA	NA	NA	NA	NA
REACTOME_NICOTINAMIDE_SALVAGING	0	NA	NA	NA	NA	NA	NA
PID_PS1_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA	0	NA	NA	NA	NA	NA	NA
FINETTI_BREAST_CANCERS_KINOME_GRAY	0	NA	NA	NA	NA	NA	NA
BIOCARTA_WNT_LRP6_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_2_LTR_CIRCLE_FORMATION	0	NA	NA	NA	NA	NA	NA
MARSON_FOXP3_TARGETS_STIMULATED_DN	0	NA	NA	NA	NA	NA	NA
SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP	0	NA	NA	NA	NA	NA	NA
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	0	NA	NA	NA	NA	NA	NA
MELLMAN_TUT1_TARGETS_UP	0	NA	NA	NA	NA	NA	NA
WP_INCLUSION_BODY_MYOSITIS	0	NA	NA	NA	NA	NA	NA
REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX	0	NA	NA	NA	NA	NA	NA
WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN	0	NA	NA	NA	NA	NA	NA
HANSON_HRAS_SIGNALING_VIA_NFKB	0	NA	NA	NA	NA	NA	NA
REACTOME_REGULATION_OF_RAS_BY_GAPS	0	NA	NA	NA	NA	NA	NA
REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED	0	NA	NA	NA	NA	NA	NA
KIM_MYCL1_AMPLIFICATION_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
WP_PTF1A_RELATED_REGULATORY_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	0	NA	NA	NA	NA	NA	NA
WP_SCFA_AND_SKELETAL_MUSCLE_SUBSTRATE_METABOLISM	0	NA	NA	NA	NA	NA	NA
KEGG_ONE_CARBON_POOL_BY_FOLATE	0	NA	NA	NA	NA	NA	NA
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	0	NA	NA	NA	NA	NA	NA
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	0	NA	NA	NA	NA	NA	NA
KEGG_PROTEIN_EXPORT	0	NA	NA	NA	NA	NA	NA
WP_HFE_EFFECT_ON_HEPCIDIN_PRODUCTION	0	NA	NA	NA	NA	NA	NA
REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION	0	NA	NA	NA	NA	NA	NA
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0	NA	NA	NA	NA	NA	NA
WP_EFFECTS_OF_NITRIC_OXIDE	0	NA	NA	NA	NA	NA	NA
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0	NA	NA	NA	NA	NA	NA
